site_id,delta,vote ,vote_new,site_name_x,year_x,ADDRESS_x,CITY_x,COUNTY_x,STATE_x,ZIP_CODE_x,REGION_x,NPL_STATUS_x,LATITUDE_x,LONGITUDE_x,SITE_SCORE_x,FEDERAL_x,grant_new,f_unemployment,f_owner,f_pop65,income_x,npv_x,lognpv,federal_status_x,president,party,EPA Region,site_type,negotiation_new,work ,PARTY_NUMBER,GENERAL_NOTICE_NUMBER,SPECIAL_NOTICE,negotiation,navy,army,manufacturing,airforce,defense,energy,black,hispanic,male_unemp,female_unemp,higherthan,graduate,grad_new,urban,pop,income_y,unemployment,education,education_new,black_c,hispanic_c,income_c,urban_c
MD7170024536,570,54.4,0.544,PATUXENT RIVER NAVAL AIR STATION,1990,OPPOSITE LEXINGTON PARK (STATE HW,PATUXENT RIVE,ST. MARY'S,MD,20670,3,Currently on the,38.27,-76.42,50,F,0,0.03,0.31,0.11,34285,651600,13.39,1,clinton1,1,3,US Navy,1,EPA lead ,,,,0,1,0,0,0,0,0,2829,458,92,180,6970,483,0.03,0,15672,34285,0.02,0.48,4.8,0.18,0.03,10.44,0
MD7170024684,405,54.4,0.544,INDIAN HEAD NAVAL SURFACE WARFARE CENTER,1990,201 INDIAN HEAD HIGHWAY,INDIAN HEAD,CHARLES,MD,20640,3,Currently on the,38.59,-77.17,50,F,0,0.06,0.6,0.23,33690.67,1,0,1,clinton1,1,3,US Navy,1,EPA lead ,,,,0,1,0,0,0,0,0,1885,122,58,85,3211,121,0.02,0,7456,33690.67,0.02,0.45,4.5,0.25,0.02,10.42,0
MDD000218008,570,54.4,0.544,"SPECTRON, INC.",1990,111 PROVIDENCE RD,ELKTON,CECIL,MD,21921,3,Currently on the,39.69,-75.88,51.42,G,0,0.04,0.54,0.15,42358.5,5458669,15.51,0,clinton1,1,3,Recycling,0,EPA lead ,1594,1165,157,0,0,0,0,0,0,0,125,37,76,41,2825,276,0.04,0,6685,42358.5,0.02,0.46,4.6,0.02,0.01,10.65,0
MD0570024000,547,54.4,0.544,ANDREWS AIR FORCE BASE,1990,ALLENTOWN ROAD,ANDREWS AIR F,PRINCE GEORGE'S,MD,20762,3,Currently on the,38.79,-76.88,50,F,0,0.1,0.59,0.4,27418.33,1916000,14.47,1,clinton2,1,3,US Air Force,1,EPA lead ,,,,0,0,0,0,1,0,0,6535,781,55,117,9518,1096,0.05,19650,20032,43455.67,0.01,0.53,5.3,0.33,0.04,10.68,0.98
MD9210020567,628,54.4,0.544,FORT GEORGE G. MEADE,1990,MARYLAND ROUTE 175,ODENTON,ANNE ARUNDEL,MD,21113,3,Currently on the,39.08,-76.72,51.44,F,0,0.04,0.49,0.28,32891,13739407,16.44,1,clinton2,1,3,US Army,1,PRP lead ,,,,0,0,1,0,0,0,0,4625,1158,102,181,10323,718,0.03,22572,22989,41453,0.01,0.48,4.8,0.2,0.05,10.63,0.98
MD9570024803,547,54.4,0.544,BRANDYWINE DRMO,1990,BRANDYWINE ROAD AND CHERRY TREE C,BRANDYWINE,PRINCE GEORGE'S,MD,20613,3,Currently on the,38.7,-76.85,50.15,F,0,0.1,0.59,0.2,34021,13739407,16.44,1,clinton2,1,3,US Air Force,1,PRP lead ,,,,0,0,0,0,1,0,0,1382,90,100,48,2497,146,0.03,1065,5247,46250,0.03,0.5,5,0.26,0.02,10.74,0.2
MDD003061447,322,54.4,0.544,CENTRAL CHEMICAL (HAGERSTOWN),1990,MITCHELL AVE,HAGERSTOWN,WASHINGTON,MD,21742,3,Currently on the,39.66,-77.72,50,G,1,0,0.33,0.1,36766,14350772,16.48,0,clinton2,1,3,Manufacturing/Processing/Maintenance,1,EPA lead ,43,21,36,0,0,0,1,0,0,0,1806,215,356,245,14179,1101,0.03,29879,33395,27321.78,0.02,0.46,4.6,0.05,0.01,10.22,0.89
MD2210020036,471,54.4,0.544,ABERDEEN PROVING GROUND (EDGEWOOD AREA),1990,OFF RTE 40,EDGEWOOD,HARFORD,MD,21010,3,Currently on the,39.4,-76.31,53.57,F,0,0.04,0.44,0.08,36330.67,1184000,13.98,1,bush_father,1,3,US Army,1,EPA lead ,1,1,0,0,0,1,0,0,0,0,2374,474,70,159,4820,322,0.03,11744,11927,36330.67,0.02,0.43,4.3,0.2,0.04,10.5,0.98
MD3210021355,331,54.4,0.544,ABERDEEN PROVING GROUND (MICHAELSVILLE LAND,1980,OFF RTE 40,ABERDEEN,HARFORD,MD,21005,3,Currently on the,39.46,-76.14,31.09,F,0,0,0,0,29423,2038628,14.53,1,bush_father,1,3,US Army,1,EPA lead ,2,1,0,0,0,1,0,0,0,0,1426,467,7,91,1334,227,0.04,0,5722,12157,0.02,0.27,2.7,0.25,0.08,9.41,0
MDD980504195,144,54.4,0.544,BUSH VALLEY LANDFILL,1980,BUSH RD POB 246,ABINGDON,HARFORD,MD,21009,3,Currently on the,39.47,-76.26,40.3,G,0,0.06,0.85,0.18,44463.33,5700000,15.56,0,bush_father,1,3,Waste Management,0,EPA lead ,24,20,15,0,0,0,0,0,0,0,330,53,132,57,2693,789,0.1,3744,8261,22851.5,0.02,0.42,4.2,0.04,0.01,10.04,0.45
MD4690307844,667,54.4,0.544,CURTIS BAY COAST GUARD YARD,2000,2401 HAWKINS POINT RD,BALTIMORE,ANNE ARUNDEL,MD,21226,3,Currently on the,39.2,-76.57,50,F,0,0.06,0.57,0.36,28834,1,0,1,bush_son1,1,3,US Coast Guard,1,PRP lead ,,,,0,0,0,0,0,0,0,3351,127,74,175,3965,250,0.03,3950,8417,28834,0.03,0.5,5,0.4,0.02,10.27,0.47
MDD980923783,580,54.4,0.544,KANE & LOMBARD STREET DRUMS,1980,KANE & LOMBARD STS,BALTIMORE,BALTIMORE CITY,MD,21224,3,Currently on the,39.3,-76.54,30.15,G,0,0.46,3.22,2.05,24792.23,7345000,15.81,0,reagan2,1,3,Waste Management,1,PRP lead ,46,14,31,0,0,0,0,0,0,0,152,177,408,284,5147,622,0.03,20953,20953,18076.17,0.03,0.28,2.8,0.01,0.01,9.8,1
MDD980705164,426,54.4,0.544,ISLAND CHEMICAL CORP./VIRGIN ISLANDS CHEMIC,1980,RTE 40,ELKTON,CECIL,MD,21921,3,Currently on the,39.62,-75.9,41.08,G,0,0.04,0,0,11792,662090,13.4,0,reagan1,1,3,Waste Management,0,PRP lead ,127,74,56,0,0,0,0,0,0,0,195,70,264,148,2908,643,0.06,0,11038,18584,0.04,0.32,3.2,0.02,0.01,9.83,0
MDD981038334,237,54.4,0.544,SAUER DUMP,2010,4225 LYNHURST ROAD,DUNDALK,BALTIMORE,MD,21222,3,Currently on the,39.27,-76.45,50,G,0,0.09,1.04,0.51,66277,13739407,16.44,0,obama1,1,3,Waste Management,1,PRP lead ,17,15,0,0,0,0,0,0,0,0,410,208,181,94,4813,295,0.03,8157,8912,66277,0.03,0.57,5.7,0.05,0.02,11.1,0.92
MDD985397249,153,54.4,0.544,PCB Warehouse,2000,810 SCHREIDER STREET,Garapan,FREDERICK,MD,21702,3,Currently on the,39.43,-77.45,49.52,F,0,0.1,1.41,0.7,71132,13739407,16.44,1,obama1,1,3,US Army,1,PRP lead ,,,,0,0,1,0,0,0,0,3411,103,107,131,3085,161,0.02,0,7866,26655,0.03,0.41,4.1,0.43,0.01,10.19,0
ME7170022019,570,66.7,0.667,PORTSMOUTH NAVAL SHIPYARD,1990,SEAVEY ISLAND,KITTERY,YORK,ME,3904,1,Currently on the,43.08,-70.74,50,F,0,0.09,1,0.79,36239.5,1127000,13.94,1,clinton1,1,1,US Navy,1,PRP lead ,,,,0,1,0,0,0,0,0,273,222,191,177,8746,1207,0.08,12043,16083,36239.5,0.02,0.62,6.2,0.02,0.01,10.5,0.75
MED985466168,405,66.7,0.667,WEST SITE/HOWS CORNERS,1990,CAMBELL/SAWYER ROAD,PLYMOUTH,PENOBSCOT,ME,4969,1,Currently on the,44.74,-69.18,50,G,0,0.12,0.6,0.16,24992.5,2504000,14.73,0,clinton1,1,1,Other,0,PRP lead ,212,1,179,0,0,0,0,0,0,0,7,26,129,98,1734,48,0.01,0,3983,24992.5,0.06,0.45,4.5,0,0.01,10.13,0
ME8170022018,474,66.7,0.667,BRUNSWICK NAVAL AIR STATION,1980,RTE 24 AND 123,BRUNSWICK,CUMBERLAND,ME,4011,1,Currently on the,43.91,-69.93,43.38,F,0,0.11,0.95,0.44,27111.75,434000,12.98,1,reagan2,0,1,US Navy,1,PRP lead ,,,,0,1,0,0,0,0,0,219,208,293,258,4224,1818,0.12,0,15767,13828,0.03,0.38,3.8,0.01,0.01,9.53,0
ME9570024522,471,66.7,0.667,LORING AIR FORCE BASE,1990,42 CSG/CC,LIMESTONE,AROOSTOOK,ME,4751,1,Currently on the,46.94,-67.88,34.49,F,0,0.04,0.27,0.12,22353.5,897000,13.71,1,bush_father,0,1,US Air Force,1,PRP lead ,1,0,1,0,0,0,0,1,0,0,736,320,30,129,4486,348,0.04,0,9937,22353.5,0.02,0.49,4.9,0.07,0.03,10.01,0
MED980504435,426,66.7,0.667,WINTHROP LANDFILL,1980,ANNABESSACOOK RD,WINTHROP,KENNEBEC,ME,4364,1,Currently on the,44.28,-69.99,35.62,G,0,0.07,0.28,0,15079.5,600000,13.3,0,reagan1,1,1,Waste Management,0,PRP lead ,12,8,0,0,0,0,0,0,0,0,9,33,175,109,2888,999,0.11,0,8777,15079.5,0.03,0.44,4.4,0,0,9.62,0
MED980524078,426,66.7,0.667,MCKIN CO.,1980,MAYALL RD,GRAY,CUMBERLAND,ME,4039,1,Currently on the,43.88,-70.29,60.97,G,0,0.02,0.29,0,16475,5450000,15.51,0,reagan1,1,1,Multiple,0,PRP lead ,426,192,0,0,0,0,0,0,0,0,7,18,61,34,1621,370,0.09,0,4344,16475,0.02,0.46,4.6,0,0,9.71,0
MED980731475,471,66.7,0.667,O'CONNOR CO.,1980,"EASTERN AVE, RT 17",AUGUSTA,KENNEBEC,ME,4330,1,Currently on the,44.3,-69.74,41,G,0,0.06,0.2,0,14177,5882000,15.59,0,reagan1,1,1,Recycling,0,PRP lead ,7,3,0,0,0,0,0,0,0,0,17,28,196,155,3713,797,0.07,0,11333,14177,0.03,0.4,4,0,0,9.56,0
MED980524128,667,66.7,0.667,CALLAHAN MINING CORP,2000,HARBORSIDE,BROOKSVILLE (,HANCOCK,ME,4617,1,Currently on the,44.35,-68.81,50,G,0,0.19,1.66,1,92196.86,1324,7.19,0,bush_son1,1,1,Mining,1,PRP lead ,4,3,0,0,0,0,0,0,0,0,754,1097,365,562,12557,10069,0.27,36578,36680,92196.86,0.03,0.62,6.2,0.02,0.03,11.43,1
MEN000103584,50,66.7,0.667,LEEDS METAL,2010,OFF OF BLUE ROCK ROAD,LEEDS,ANDROSCOGGIN,ME,4263,1,Currently on the,44.24,-70.08,32.25,G,0,0.05,0.56,0.18,50865,13739407,16.44,0,obama1,1,1,Recycling,1,PRP lead ,2,1,0,0,0,0,0,0,0,0,18,89,95,90,3323,283,0.04,0,6430,50865,0.03,0.56,5.6,0,0.01,10.84,0
MI0001119106,143,58.1,0.581,AIRCRAFT COMPONENTS (D & L SALES),1990,671 NORTH SHORE DRIVE,BENTON HARBOR,BERRIEN,MI,49022,5,Currently on the,42.13,-86.45,41,G,0,0.02,0.25,0.18,30840,300000,12.61,0,clinton1,1,5,Other,1,EPA lead ,6,0,0,0,0,0,0,0,0,0,8564,209,447,404,5686,617,0.04,15547,16650,12764.29,0.05,0.38,3.8,0.51,0.01,9.45,0.93
MID000260281,426,58.1,0.581,KENTWOOD LANDFILL,1980,4900 WALMA AVENUE,KENTWOOD,KENT,MI,49512,5,Currently on the,42.87,-85.59,35.39,G,0,0.04,0.1,0,8740.33,5700000,15.56,0,reagan1,1,5,Waste Management,0,EPA lead ,4,2,0,0,0,0,0,0,0,0,606,101,185,92,2425,1219,0.16,7806,7806,16221,0.04,0.47,4.7,0.08,0.01,9.69,1
MID062222997,426,58.1,0.581,BUTTERWORTH #2 LANDFILL,1980,1450 BUTTERWORTH ST SW,GRAND RAPIDS,KENT,MI,49504,5,Currently on the,42.95,-85.7,50.31,G,0,0.39,1.86,0.02,14822.5,15230000,16.54,0,reagan1,1,5,Waste Management,1,EPA lead ,78,24,0,0,0,0,0,0,0,0,1253,2183,1100,595,10021,1352,0.04,35871,35871,14822.5,0.05,0.32,3.2,0.03,0.06,9.6,1
MID095402210,426,58.1,0.581,RASMUSSEN'S DUMP,1980,9040 SPICER RD,BRIGHTON,LIVINGSTON,MI,48116,5,Currently on the,42.45,-83.77,31.8,G,0,0.09,0.49,0,15453.5,7320000,15.81,0,reagan1,1,5,Waste Management,0,EPA lead ,14,4,0,0,0,0,0,0,0,0,248,85,316,149,3404,937,0.09,0,10811,25907,0.04,0.4,4,0.02,0.01,10.16,0
MID980410740,426,58.1,0.581,FOREST WASTE PRODUCTS,1980,8359 E FARRAND RD,OTISVILLE,GENESEE,MI,48463,5,Currently on the,43.2,-83.55,38.64,G,0,0,0,0,5000,1295000,14.07,0,reagan1,1,5,Waste Management,0,EPA lead ,54,35,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0,0,4255,1,0,0,0,0,0.01,0,0
MID980477079,426,58.1,0.581,CHEM CENTRAL,1980,2940 STAFFORD AVE SW,WYOMING TOWNS,KENT,MI,49548,5,Currently on the,42.91,-85.67,38.2,G,0,0.29,1.89,0.01,17167.38,1400000,14.15,0,reagan1,1,5,Other,0,EPA lead ,1,1,0,0,0,0,0,0,0,0,868,1107,685,496,10643,1938,0.06,34472,34472,17167.38,0.03,0.36,3.6,0.03,0.03,9.75,1
MID980499842,426,58.1,0.581,ROSE TOWNSHIP DUMP,1980,1065 DEMODE RD,ROSE TOWNSHIP,OAKLAND,MI,48654,5,Currently on the,42.72,-83.63,50.92,G,0,0.09,0.52,0,26193,10000000,16.12,0,reagan1,1,5,Waste Management,0,EPA lead ,31,25,0,0,0,0,0,0,0,0,186,138,284,116,3182,596,0.07,0,8930,26193,0.04,0.42,4.2,0.02,0.02,10.17,0
MID980499966,426,58.1,0.581,SPRINGFIELD TOWNSHIP DUMP,1980,12955 SHINDLER RD,DAVISBURG,OAKLAND,MI,49405,5,Currently on the,42.7,-83.54,51.97,G,0,0.04,0.27,0,14996.5,9300000,16.05,0,reagan1,1,5,Waste Management,0,EPA lead ,,,,0,0,0,0,0,0,0,61,116,211,87,2675,619,0.07,0,8295,24993,0.04,0.4,4,0.01,0.01,10.13,0
MID980793806,426,58.1,0.581,VERONA WELL FIELD,1980,TWP 10S RTE 07W SEC 32E 1/2,BATTLE CREEK,CALHOUN,MI,49017,5,Currently on the,42.34,-85.14,46.86,G,0,0.29,0.57,0,18070.33,2471000,14.72,0,reagan1,1,5,Other,0,EPA lead ,222,3,0,0,0,0,0,0,0,0,643,274,489,339,6220,1373,0.07,15157,18872,18070.33,0.04,0.4,4,0.03,0.01,9.8,0.8
MID980794382,426,58.1,0.581,"AUTO ION CHEMICALS, INC.",1980,74 MILL STREET,KALAMAZOO,KALAMAZOO,MI,49006,5,Currently on the,42.29,-85.57,32.07,G,0,0.24,0.74,0,7229.15,3755248,15.14,0,reagan1,1,5,Waste Management,0,PRP lead ,139,65,0,0,0,0,0,0,0,0,6212,463,630,330,3702,716,0.04,16598,16598,12244.75,0.06,0.27,2.7,0.37,0.03,9.41,1
MID980794416,426,58.1,0.581,IONIA CITY LANDFILL,1980,CLEVELAND STREET,IONIA,IONIA,MI,48846,5,Currently on the,42.98,-85.05,31.31,G,0,0.15,0.46,0,16658.67,2200000,14.6,0,reagan1,1,5,Waste Management,0,PRP lead ,59,26,25,0,0,0,0,0,0,0,16,452,478,430,6340,1218,0.06,0,19512,16658.67,0.05,0.39,3.9,0,0.02,9.72,0
MID980794473,426,58.1,0.581,SHIAWASSEE RIVER,1980,M59 TO STATE ROAD LIVINGSTON COU,HOWELL,LIVINGSTON,MI,48843,5,Currently on the,42.62,-83.96,31.01,G,0,0.15,0.71,0,20685.67,517000,13.16,0,reagan1,1,5,Manufacturing/Processing/Maintenance,0,PRP lead ,9,8,0,0,0,0,1,0,0,0,6,69,316,207,3787,972,0.09,0,10975,20685.67,0.05,0.43,4.3,0,0.01,9.94,0
MID990858003,426,58.1,0.581,"ORGANIC CHEMICALS, INC.",1980,3291 CHICAGO DRIVE SOUTHWEST,GRANDVILLE,KENT,MI,49418,5,Currently on the,42.92,-85.75,32.93,G,0,0.18,1.83,0,19099.71,5931000,15.6,0,reagan1,1,5,Multiple,0,PRP lead ,180,0,0,0,0,0,0,0,0,0,405,468,602,339,11289,2535,0.07,34894,34894,19099.71,0.03,0.4,4,0.01,0.01,9.86,1
MID000775957,471,58.1,0.581,MICHIGAN DISPOSAL SERVICE (CORK STREET LAND,1990,2800 E CORK ST,KALAMAZOO,KALAMAZOO,MI,49001,5,Currently on the,42.25,-85.54,37.93,G,0,0.27,2.54,1.12,30858,4646000,15.35,0,bush_father,0,5,Waste Management,0,EPA lead ,7,5,0,0,0,0,0,0,0,0,849,399,475,254,12270,1143,0.05,16254,24883,31524.71,0.03,0.54,5.4,0.03,0.02,10.36,0.65
MID005107222,471,58.1,0.581,BENDIX CORP./ALLIED AUTOMOTIVE,1990,3737 RED ARROW HIGHWAY,ST. JOSEPH,BERRIEN,MI,49085,5,Currently on the,42.05,-86.51,37.27,G,1,0.06,1.16,0.53,40964.75,2200000,14.6,0,bush_father,0,5,Manufacturing/Processing/Maintenance,1,EPA lead ,2,0,0,1,0,0,1,0,0,0,116,98,91,101,5782,809,0.07,10914,11352,40964.75,0.02,0.58,5.8,0.01,0.01,10.62,0.96
MID005341714,471,58.1,0.581,HI-MILL MANUFACTURING CO.,1990,1704 HIGHLAND RD,HIGHLAND,OAKLAND,MI,48356,5,Currently on the,42.65,-83.59,49.54,G,0,0.08,0.87,0.17,45305.67,12400000,16.33,0,bush_father,0,5,Manufacturing/Processing/Maintenance,0,EPA lead ,2,0,0,0,0,0,1,0,0,0,22,87,198,112,5493,278,0.03,6787,11022,45305.67,0.03,0.52,5.2,0,0.01,10.72,0.62
MID006007306,661,58.1,0.581,"ALLIED PAPER, INC./PORTAGE CREEK/KALAMAZOO",1990,320 EAST ALCOTT STREET,KALAMAZOO,KALAMAZOO,MI,49003,5,Currently on the,42.3,-85.58,36.41,G,0,0.8,1.99,1.46,17145.83,4363857,15.29,0,bush_father,0,5,Recycling,0,EPA lead ,11,0,0,0,0,0,0,0,0,0,10793,931,973,688,12578,1091,0.03,32322,32541,17145.83,0.05,0.42,4.2,0.33,0.03,9.75,0.99
MID006029102,144,58.1,0.581,"AMERICAN ANODCO, INC.",1980,28 NORTH BEARDSLEY STREET,IONIA,IONIA,MI,48846,5,Currently on the,42.99,-85.03,57.99,G,0,0.12,0.81,0.36,27675.67,1,0,0,bush_father,0,5,Manufacturing/Processing/Maintenance,1,EPA lead ,3,3,0,0,0,0,1,0,0,0,16,452,478,430,6340,1218,0.06,0,19512,16658.67,0.05,0.39,3.9,0,0.02,9.72,0
MID006030373,144,58.1,0.581,"BOFORS NOBEL, INC.",1980,5025 EVANSTON AVE,MUSKEGON,MUSKEGON,MI,49442,5,Currently on the,43.21,-86.12,53.42,G,0,0.14,1.19,0.38,28053.5,45498216,17.63,0,bush_father,0,5,Manufacturing/Processing/Maintenance,0,EPA lead ,15,0,0,0,0,0,1,0,0,0,140,511,910,414,8138,851,0.03,0,27711,17784.71,0.05,0.32,3.2,0.01,0.02,9.79,0
MID980504450,331,58.1,0.581,ALBION-SHERIDAN TOWNSHIP LANDFILL,1980,13355 29 MILE ROAD,ALBION,CALHOUN,MI,49224,5,Currently on the,42.25,-84.72,33.79,G,0,0.19,1.23,0.55,27781.6,614581,13.33,0,bush_father,0,5,Waste Management,0,EPA lead ,59,58,0,0,0,0,0,0,0,0,923,842,1061,787,14092,3007,0.07,0,44885,17363.44,0.04,0.38,3.8,0.02,0.02,9.76,0
MID980609366,85,58.1,0.581,FOLKERTSMA REFUSE,1980,1426 PANNELL ROAD NORTHWEST,GRAND RAPIDS,KENT,MI,49504,5,Deleted from the,43,-85.7,41,G,0,0.19,2.12,1.11,30132.75,1500000,14.22,0,bush_father,0,5,Waste Management,0,EPA lead ,16,4,14,0,0,0,0,0,0,0,121,353,581,352,10472,2136,0.07,32275,32275,17622.63,0.03,0.39,3.9,0,0.01,9.78,1
MID980678627,661,58.1,0.581,"CANNELTON INDUSTRIES, INC.",1990,ADDRESS UNREPORTED,SAULT STE MAR,CHIPPEWA,MI,49783,5,Currently on the,46.49,-84.39,30.16,G,0,0.08,0.6,0.27,21489,19700000,16.8,0,bush_father,0,5,Manufacturing/Processing/Maintenance,1,EPA lead ,4,1,0,0,0,0,1,0,0,0,35,35,169,123,3132,235,0.03,0,7318,21489,0.04,0.46,4.6,0,0,9.98,0
MID985574227,352,58.1,0.581,LOWER ECORSE CREEK DUMP,1980,,WYANDOTTE,WAYNE,MI,48192,5,Deleted from the,42.23,-83.16,41,G,0,0.43,3.13,1.56,28584.82,645800,13.38,0,bush_father,0,5,Waste Management,0,PRP lead ,3,0,0,0,0,0,0,0,0,0,422,1335,1511,867,11895,1533,0.04,38758,38758,20495.64,0.06,0.35,3.5,0.01,0.03,9.93,1
MID005068143,47,58.1,0.581,ELECTROVOICE,1980,600 CECIL STREET,BUCHANAN,BERRIEN,MI,49107,5,Currently on the,41.82,-86.35,35.36,G,0,0.17,1.1,0,18852.25,3412000,15.04,0,reagan2,0,5,Manufacturing/Processing/Maintenance,0,EPA lead ,4,0,0,0,0,0,1,0,0,0,635,87,362,310,4962,972,0.06,357,15081,18852.25,0.04,0.39,3.9,0.04,0.01,9.84,0.02
MID006028062,474,58.1,0.581,ROCKWELL INTERNATIONAL CORP. (ALLEGAN PLANT,1980,ONE GLASS ST,ALLEGAN,ALLEGAN,MI,49010,5,Currently on the,42.54,-85.85,52.15,G,0,0.06,0.56,0.27,28373,1,0,0,reagan2,0,5,Manufacturing/Processing/Maintenance,0,EPA lead ,3,4,1,0,0,0,1,0,0,0,241,96,218,132,3545,641,0.06,0,10250,17450,0.03,0.41,4.1,0.02,0.01,9.77,0
MID017075136,580,58.1,0.581,"H. BROWN CO., INC.",1980,2200 TURNER AVENUE NORTHWEST,GRAND RAPIDS,KENT,MI,49544,5,Currently on the,43,-85.68,39.88,G,0,0.22,2.32,1.38,28501.78,15000000,16.52,0,reagan2,0,5,Recycling,0,EPA lead ,176,31,0,0,0,0,0,0,0,0,171,441,691,372,11764,2172,0.06,35640,35640,16728.78,0.03,0.39,3.9,0,0.01,9.72,1
MID044567162,580,58.1,0.581,"THERMO-CHEM, INC.",1980,4331 EVANSTON AVENUE,MUSKEGON,MUSKEGON,MI,49442,5,Currently on the,43.21,-86.14,53.36,G,0,0.22,1.84,0.6,27673.17,24000000,16.99,0,reagan2,0,5,Recycling,1,EPA lead ,487,37,281,0,0,0,0,0,0,0,195,629,1228,646,11419,1168,0.03,9233,38360,17751.4,0.05,0.33,3.3,0.01,0.02,9.78,0.24
MID980506562,47,58.1,0.581,METAMORA LANDFILL,1980,1636 DRYDEN ROAD,METAMORA,LAPEER,MI,48455,5,Currently on the,42.95,-83.27,35.51,G,0,0.05,0.26,0,24780,381000,12.85,0,reagan2,0,5,Waste Management,0,EPA lead ,193,16,110,0,0,0,0,0,0,0,1,45,220,87,2230,400,0.06,0,6551,24780,0.05,0.4,4,0,0.01,10.12,0
MID980702989,580,58.1,0.581,"MOTOR WHEEL, INC.",1980,2401 N HIGH ST (REAR),LANSING TOWNS,INGHAM,MI,48906,5,Currently on the,42.76,-84.54,48.91,G,0,0.52,3.2,1.29,28040.25,4367700,15.29,0,reagan2,0,5,Waste Management,0,EPA lead ,8,0,0,0,0,0,0,0,0,0,1512,2660,731,428,4975,880,0.05,19403,19403,15304,0.06,0.3,3,0.08,0.14,9.64,1
MN3170022914,379,66.9,0.669,NAVAL INDUSTRIAL RESERVE ORDNANCE PLANT,1980,4800 E RIVER RD,FRIDLEY,ANOKA,MN,55421,5,Currently on the,45.06,-93.27,30.83,F,0,0.5,5.09,2.24,31983.22,13739407,16.44,1,bush_father,1,5,US Navy,1,PRP lead ,3,1,0,0,1,0,0,0,0,0,621,401,372,368,12915,2341,0.07,35166,35166,21501.44,0.02,0.43,4.3,0.02,0.01,9.98,1
MN7213820908,426,66.9,0.669,NEW BRIGHTON/ARDEN HILLS/TCAAP (USARMY),1980,JCT HWY 10 & MN HWY 96S,NEW BRIGHTON,RAMSEY,MN,55112,5,Currently on the,45.08,-93.2,59.16,F,0,0.05,0.71,0,15098.83,888000,13.7,1,reagan1,1,5,US Army,1,PRP lead ,1,1,0,0,0,1,0,0,0,0,96,150,238,114,5501,3907,0.19,20344,20344,25197.67,0.02,0.46,4.6,0,0.01,10.13,1
MND980609804,426,66.9,0.669,REILLY TAR & CHEMICAL CORP. (ST. LOUIS PARK,1980,LOUISIANA & WALKER STREET,ST. LOUIS PAR,HENNEPIN,MN,55426,5,Currently on the,44.94,-93.37,41,G,0,0.24,2.89,0,16340.81,13739407,16.44,0,reagan1,1,5,Manufacturing/Processing/Maintenance,0,EPA lead ,7,1,0,0,0,0,1,0,0,0,349,290,670,311,18470,6722,0.14,47898,47898,20121.08,0.02,0.53,5.3,0.01,0.01,9.91,1
MN8570024275,474,66.9,0.669,TWIN CITIES AIR FORCE RESERVE BASE (SMALL A,1980,MINNEAPOLIS ST PAUL IAP,MINNEAPOLIS,HENNEPIN,MN,55450,5,Deleted from the,44.86,-93.2,41,F,0,0.07,0.55,0.45,32938,737000,13.51,1,reagan2,1,5,US Air Force,1,PRP lead ,,,,0,0,0,0,1,0,0,45,9,20,17,946,389,0.17,2320,2320,29000,0.02,0.58,5.8,0.02,0,10.28,1
MND059680165,580,66.9,0.669,KURT MANUFACTURING CO.,1980,5280 NORTHEAST MAIN STREET,FRIDLEY,ANOKA,MN,55421,5,Currently on the,45.06,-93.27,31.41,G,0,0.51,4.88,1.99,32472.44,40000,10.6,0,reagan2,1,5,Manufacturing/Processing/Maintenance,1,EPA lead ,1,0,0,0,0,0,1,0,0,0,672,431,358,370,11974,2401,0.07,32620,32620,21456.14,0.02,0.44,4.4,0.02,0.01,9.97,1
MOD981717036,667,61.1,0.611,OAK GROVE VILLAGE WELL,2000,"NE 1/4, SW 1/4, NW 1/4, SECTION 1",SULLIVAN,FRANKLIN,MO,63080,7,Currently on the,38.22,-91.15,50,G,0,0.04,0.33,0.13,31982,1124006,13.93,0,bush_son1,0,7,Other,1,PRP lead ,3,0,0,0,0,0,0,0,0,0,12,56,120,51,2344,46,0.01,0,4876,31982,0.04,0.49,4.9,0,0.01,10.37,0
MO0000958835,417,61.1,0.611,POOLS PRAIRIE,1990,US HWY. 60 AND US HWY. 71,NEOSHO,NEWTON,MO,64850,7,Currently on the,36.8,-94.39,50,G,1,0.02,0.32,0.12,27851,13739407,16.44,0,clinton2,0,7,Manufacturing/Processing/Maintenance,1,PRP lead ,5,0,0,0,0,0,1,0,0,0,8,43,46,96,1670,85,0.02,0,4173,24926,0.03,0.42,4.2,0,0.01,10.12,0
MOD046750253,547,61.1,0.611,ARMOUR ROAD,1990,2251 ARMOUR ROAD,NORTH KANSAS,CLAY,MO,64116,7,Currently on the,39.15,-94.56,50,G,0,0.03,0.36,0.21,29775,13739407,16.44,0,clinton2,0,7,Manufacturing/Processing/Maintenance,0,PRP lead ,9,0,0,0,0,0,1,0,0,0,302,587,335,212,7785,325,0.02,15342,15342,21500.8,0.04,0.53,5.3,0.02,0.04,9.98,1
